Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
HOXD11	ENST00000249504.5	homeobox D11 	124	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
CAMSAP2	ENST00000358823.2	calmodulin regulated spectrin-associated protein family, member 2 	235	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
SLC33A1	ENST00000392845.3	solute carrier family 33 (acetyl-CoA transporter), member 1 	145	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
MKLN1	ENST00000352689.6	muskelin 1, intracellular mediator containing kelch motifs 	477	1	0	0	1	3	rno-miR-338-5p	-0.01	-0.01	N/A
DYRK2	ENST00000344096.3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1091	1	0	0	1	4	rno-miR-338-5p	-0.01	-0.05	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	1	0	1	0	3	rno-miR-338-5p	-0.01	-0.03	N/A
TBC1D15	ENST00000550746.1	TBC1 domain family, member 15 	1164	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
FOXN3	ENST00000345097.4	forkhead box N3 	42	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.06	N/A
SCYL2	ENST00000360820.2	SCY1-like 2 (S. cerevisiae) 	425	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
INCENP	ENST00000394818.3	inner centromere protein antigens 135/155kDa 	1299	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
IREB2	ENST00000258886.8	iron-responsive element binding protein 2 	1096	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
DARS	ENST00000264161.4	aspartyl-tRNA synthetase 	361	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
VPS13A	ENST00000360280.3	vacuolar protein sorting 13 homolog A (S. cerevisiae) 	110	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
SRSF7	ENST00000313117.6	serine/arginine-rich splicing factor 7 	16077	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.20	N/A
CHD1	ENST00000284049.3	chromodomain helicase DNA binding protein 1 	35	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.04	N/A
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
KDSR	ENST00000406396.3	3-ketodihydrosphingosine reductase 	322	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
MLLT3	ENST00000380338.4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	385	2	0	1	1	1	rno-miR-338-5p	-0.01	-0.03	N/A
WDR48	ENST00000302313.5	WD repeat domain 48 	638	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
ZCCHC11	ENST00000257177.4	zinc finger, CCHC domain containing 11 	97	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.06	N/A
CMTM4	ENST00000394106.2	CKLF-like MARVEL transmembrane domain containing 4 	22	1	0	1	0	3	rno-miR-338-5p	-0.01	-0.02	N/A
ZDHHC9	ENST00000357166.6	zinc finger, DHHC-type containing 9 	1203	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
NCK1	ENST00000469404.1	NCK adaptor protein 1 	415	2	1	0	1	0	rno-miR-338-5p	-0.01	-0.33	N/A
PISD	ENST00000382151.2	phosphatidylserine decarboxylase 	61	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.08	N/A
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	2	0	1	1	1	rno-miR-338-5p	-0.01	-0.04	N/A
EXO1	ENST00000518483.1	exonuclease 1 	1028	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.13	N/A
AJUBA	ENST00000262713.2	ajuba LIM protein 	871	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
IL6R	ENST00000344086.4	interleukin 6 receptor 	13	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
KAT6A	ENST00000265713.2	K(lysine) acetyltransferase 6A 	21	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
RAB22A	ENST00000244040.3	RAB22A, member RAS oncogene family 	484	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DCPS	ENST00000263579.4	decapping enzyme, scavenger 	320	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
NSD1	ENST00000439151.2	nuclear receptor binding SET domain protein 1 	685	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
RAB11FIP2	ENST00000355624.3	RAB11 family interacting protein 2 (class I) 	449	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.02	N/A
KIAA1324	ENST00000369939.3	KIAA1324 	41	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	2	1	0	1	0	rno-miR-338-5p	-0.01	-0.05	N/A
DIP2A	ENST00000318711.7	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	298	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.04	N/A
STRBP	ENST00000447404.2	spermatid perinuclear RNA binding protein 	575	2	0	1	1	1	rno-miR-338-5p	-0.01	-0.03	N/A
PACS1	ENST00000320580.4	phosphofurin acidic cluster sorting protein 1 	87	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
CDK19	ENST00000368911.3	cyclin-dependent kinase 19 	51	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
VPS13D	ENST00000358136.3	vacuolar protein sorting 13 homolog D (S. cerevisiae) 	290	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
PPP5C	ENST00000012443.4	protein phosphatase 5, catalytic subunit 	973	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.14	N/A
SCUBE3	ENST00000274938.7	signal peptide, CUB domain, EGF-like 3 	47	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
KNTC1	ENST00000537348.1	kinetochore associated 1 	437	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.10	N/A
ACSL3	ENST00000357430.3	acyl-CoA synthetase long-chain family member 3 	2533	3	0	1	2	1	rno-miR-338-5p	-0.01	-0.07	N/A
FNBP1	ENST00000355681.3	formin binding protein 1 	165	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.03	N/A
B3GALT1	ENST00000392690.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	35	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
SNRPF	ENST00000266735.5	small nuclear ribonucleoprotein polypeptide F 	286	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.37	N/A
ZBTB44	ENST00000525842.1	zinc finger and BTB domain containing 44 	236	2	0	0	2	3	rno-miR-338-5p	-0.01	-0.04	N/A
TAF5	ENST00000369839.3	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa 	105	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
GGACT	ENST00000376250.2	gamma-glutamylamine cyclotransferase 	164	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
FAM208A	ENST00000493960.2	family with sequence similarity 208, member A 	60	2	1	0	1	1	rno-miR-338-5p	-0.01	-0.13	N/A
RASSF9	ENST00000361228.3	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 	9	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.06	N/A
POT1	ENST00000357628.3	protection of telomeres 1 	142	2	0	0	2	2	rno-miR-338-5p	-0.01	-0.04	N/A
ABCG2	ENST00000515655.1	ATP-binding cassette, sub-family G (WHITE), member 2 	20	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.02	N/A
SLC38A2	ENST00000256689.5	solute carrier family 38, member 2 	696	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
NKAP	ENST00000371410.3	NFKB activating protein 	422	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
BAIAP2L1	ENST00000005260.8	BAI1-associated protein 2-like 1 	1118	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.31	N/A
EBF2	ENST00000535548.1	early B-cell factor 2 	11	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
LNPEP	ENST00000231368.5	leucyl/cystinyl aminopeptidase 	28	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
TMEM110	ENST00000355083.5	transmembrane protein 110 	306	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
SPIRE1	ENST00000409402.4	spire-type actin nucleation factor 1 	103	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
PPP2R1B	ENST00000527614.1	protein phosphatase 2, regulatory subunit A, beta 	341	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.02	N/A
LSM3	ENST00000306024.3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	304	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.10	N/A
NMT2	ENST00000378165.4	N-myristoyltransferase 2 	318	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.02	N/A
TMEM33	ENST00000504986.1	transmembrane protein 33 	1470	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
SOAT1	ENST00000367619.3	sterol O-acyltransferase 1 	654	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
SUPT7L	ENST00000337768.5	suppressor of Ty 7 (S. cerevisiae)-like 	1145	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.20	N/A
RBM12B	ENST00000399300.2	RNA binding motif protein 12B 	143	2	0	1	1	0	rno-miR-338-5p	-0.01	-0.05	N/A
LOX	ENST00000231004.4	lysyl oxidase 	3441	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
HIBCH	ENST00000392332.3	3-hydroxyisobutyryl-CoA hydrolase 	232	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.25	N/A
KLHL5	ENST00000261425.3	kelch-like family member 5 	366	2	1	0	1	1	rno-miR-338-5p	-0.01	-0.26	N/A
HIAT1	ENST00000370152.3	hippocampus abundant transcript 1 	1473	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.05	N/A
RCOR3	ENST00000367005.4	REST corepressor 3 	374	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.06	N/A
ANGEL2	ENST00000535388.1	angel homolog 2 (Drosophila) 	218	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.03	N/A
TOLLIP	ENST00000317204.6	toll interacting protein 	1536	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
AP1B1	ENST00000357586.2	adaptor-related protein complex 1, beta 1 subunit 	646	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.22	N/A
CA8	ENST00000317995.4	carbonic anhydrase VIII 	197	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
RBM28	ENST00000223073.2	RNA binding motif protein 28 	297	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
ZNF287	ENST00000395824.1	zinc finger protein 287 	14	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
MCTP2	ENST00000357742.4	multiple C2 domains, transmembrane 2 	59	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
FAM179A	ENST00000379558.4	family with sequence similarity 179, member A 	21	1	0	1	0	2	rno-miR-338-5p	0	-0.02	N/A
C7orf41	ENST00000324453.8	chromosome 7 open reading frame 41 	235	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
ARID1B	ENST00000346085.5	AT rich interactive domain 1B (SWI1-like) 	220	2	0	1	1	0	rno-miR-338-5p	0	-0.03	N/A
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	1	0	1	0	2	rno-miR-338-5p	0	-0.02	N/A
ZC3H14	ENST00000251038.5	zinc finger CCCH-type containing 14 	395	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
OGT	ENST00000373719.3	O-linked N-acetylglucosamine (GlcNAc) transferase 	1036	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
DCDC2	ENST00000378450.3	doublecortin domain containing 2 	11	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
TRIM32	ENST00000373983.2	tripartite motif containing 32 	285	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
LAMC1	ENST00000258341.4	laminin, gamma 1 (formerly LAMB2) 	1082	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
SLC35B3	ENST00000379660.4	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 	83	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
TTC9	ENST00000256367.2	tetratricopeptide repeat domain 9 	39	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
TNC	ENST00000340094.3	tenascin C 	4571	1	0	1	0	0	rno-miR-338-5p	0	-0.10	N/A
BCORL1	ENST00000540052.1	BCL6 corepressor-like 1 	209	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
ARSK	ENST00000380009.4	arylsulfatase family, member K 	298	1	0	1	0	1	rno-miR-338-5p	0	-0.03	N/A
CREB3L1	ENST00000529193.1	cAMP responsive element binding protein 3-like 1 	160	1	1	0	0	0	rno-miR-338-5p	0	-0.15	N/A
ATXN1	ENST00000244769.4	ataxin 1 	106	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
GNG4	ENST00000450593.1	guanine nucleotide binding protein (G protein), gamma 4 	1171	1	0	1	0	1	rno-miR-338-5p	0	-0.04	N/A
ASB1	ENST00000264607.4	ankyrin repeat and SOCS box containing 1 	408	1	0	0	1	2	rno-miR-338-5p	0	-0.01	N/A
ZBTB25	ENST00000608382.1	zinc finger and BTB domain containing 25 	149	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
FEM1B	ENST00000306917.4	fem-1 homolog b (C. elegans) 	656	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
AHCYL2	ENST00000325006.3	adenosylhomocysteinase-like 2 	51	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
GMPS	ENST00000496455.2	guanine monphosphate synthase 	867	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
MAGI1	ENST00000402939.2	membrane associated guanylate kinase, WW and PDZ domain containing 1 	253	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
FOXK2	ENST00000335255.5	forkhead box K2 	450	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
CIRBP	ENST00000444172.2	cold inducible RNA binding protein 	4799	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
SPTLC2	ENST00000216484.2	serine palmitoyltransferase, long chain base subunit 2 	95	2	0	1	1	2	rno-miR-338-5p	0	-0.03	N/A
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
CXorf23	ENST00000379687.3	chromosome X open reading frame 23 	30	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
RABEP1	ENST00000262477.6	rabaptin, RAB GTPase binding effector protein 1 	1163	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
UGGT1	ENST00000259253.6	UDP-glucose glycoprotein glucosyltransferase 1 	1377	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
SNCA	ENST00000394989.2	synuclein, alpha (non A4 component of amyloid precursor) 	476	1	0	1	0	0	rno-miR-338-5p	0	-0.09	N/A
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	2	0	0	2	1	rno-miR-338-5p	0	-0.02	N/A
EXOSC3	ENST00000396521.3	exosome component 3 	1657	1	0	1	0	0	rno-miR-338-5p	0	-0.07	N/A
TJP1	ENST00000346128.6	tight junction protein 1 	140	2	0	0	2	0	rno-miR-338-5p	0	-0.02	N/A
ST7	ENST00000393451.3	suppression of tumorigenicity 7 	877	1	0	0	1	0	rno-miR-338-5p	0	-0.12	N/A
TRAF6	ENST00000526995.1	TNF receptor-associated factor 6, E3 ubiquitin protein ligase 	91	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
IMMP2L	ENST00000405709.2	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) 	560	1	0	0	1	0	rno-miR-338-5p	0	-0.10	N/A
KDM5B	ENST00000367265.3	lysine (K)-specific demethylase 5B 	187	1	1	0	0	1	rno-miR-338-5p	0	-0.03	N/A
KIAA1598	ENST00000260777.10	KIAA1598 	94	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
SEC63	ENST00000369002.4	SEC63 homolog (S. cerevisiae) 	3181	2	2	0	0	0	rno-miR-338-5p	0	-0.06	N/A
ETV3	ENST00000368192.4	ets variant 3 	37	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
FRMPD4	ENST00000380682.1	FERM and PDZ domain containing 4 	25	2	0	0	2	2	rno-miR-338-5p	0	-0.02	N/A
NETO2	ENST00000562435.1	neuropilin (NRP) and tolloid (TLL)-like 2 	723	1	1	0	0	1	rno-miR-338-5p	0	-0.04	N/A
NUPR1	ENST00000324873.6	nuclear protein, transcriptional regulator, 1 	248	1	0	0	1	0	rno-miR-338-5p	0	-0.11	N/A
GFM1	ENST00000486715.1	G elongation factor, mitochondrial 1 	586	2	1	0	1	0	rno-miR-338-5p	0	-0.06	N/A
ATAD2B	ENST00000238789.5	ATPase family, AAA domain containing 2B 	11	1	0	1	0	2	rno-miR-338-5p	0	-0.02	N/A
SLC40A1	ENST00000261024.2	solute carrier family 40 (iron-regulated transporter), member 1 	25	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
WBP4	ENST00000379487.3	WW domain binding protein 4 	153	1	1	0	0	0	rno-miR-338-5p	0	-0.29	N/A
FOXP2	ENST00000408937.3	forkhead box P2 	169	1	0	0	1	3	rno-miR-338-5p	0	-0.02	N/A
NPR3	ENST00000265074.8	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) 	517	1	0	0	1	2	rno-miR-338-5p	0	-0.01	N/A
GALT	ENST00000378842.3	galactose-1-phosphate uridylyltransferase 	1012	1	0	1	0	0	rno-miR-338-5p	0	-0.16	N/A
FUBP1	ENST00000370767.1	far upstream element (FUSE) binding protein 1 	2021	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
FRMD4A	ENST00000358621.4	FERM domain containing 4A 	192	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
ALG6	ENST00000371108.4	ALG6, alpha-1,3-glucosyltransferase 	140	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
TP53INP1	ENST00000448464.2	tumor protein p53 inducible nuclear protein 1 	39	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
ISCA2	ENST00000554924.1	iron-sulfur cluster assembly 2 	135	1	0	1	0	2	rno-miR-338-5p	0	-0.07	N/A
LEPROTL1	ENST00000321250.8	leptin receptor overlapping transcript-like 1 	1242	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
TAF3	ENST00000344293.5	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa 	225	2	0	2	0	0	rno-miR-338-5p	0	-0.08	N/A
DMD	ENST00000378677.2	dystrophin 	211	2	0	1	1	1	rno-miR-338-5p	0	-0.03	N/A
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	1	0	0	1	3	rno-miR-338-5p	0	-0.01	N/A
UGT3A1	ENST00000274278.3	UDP glycosyltransferase 3 family, polypeptide A1 	90	1	0	0	1	0	rno-miR-338-5p	0	-0.07	N/A
RTN3	ENST00000339997.4	reticulon 3 	85	3	0	1	2	0	rno-miR-338-5p	0	-0.04	N/A
DNAJB9	ENST00000249356.3	DnaJ (Hsp40) homolog, subfamily B, member 9 	282	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
OTUD7B	ENST00000369135.4	OTU domain containing 7B 	299	1	1	0	0	0	rno-miR-338-5p	0	-0.03	N/A
PELI1	ENST00000358912.4	pellino E3 ubiquitin protein ligase 1 	134	1	1	0	0	1	rno-miR-338-5p	0	-0.05	N/A
ZKSCAN3	ENST00000377255.3	zinc finger with KRAB and SCAN domains 3 	63	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
LPHN3	ENST00000512091.2	latrophilin 3 	93	4	1	1	2	2	rno-miR-338-5p	0	-0.07	N/A
RNF217	ENST00000521654.2	ring finger protein 217 	92	3	0	1	2	3	rno-miR-338-5p	0	-0.04	N/A
TOX	ENST00000361421.1	thymocyte selection-associated high mobility group box 	139	1	0	0	1	1	rno-miR-338-5p	0	-0.05	N/A
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	2	0	0	2	2	rno-miR-338-5p	0	-0.02	N/A
ZNF354B	ENST00000322434.3	zinc finger protein 354B 	52	1	0	1	0	2	rno-miR-338-5p	0	-0.04	N/A
TENM4	ENST00000278550.7	teneurin transmembrane protein 4 	34	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
RWDD1	ENST00000466444.2	RWD domain containing 1 	296	1	1	0	0	0	rno-miR-338-5p	0	-0.07	N/A
SH2D4A	ENST00000265807.3	SH2 domain containing 4A 	131	1	0	0	1	2	rno-miR-338-5p	0	-0.01	N/A
TIMP4	ENST00000287814.4	TIMP metallopeptidase inhibitor 4 	38	1	0	0	1	0	rno-miR-338-5p	0	-0.02	N/A
GABRQ	ENST00000370306.2	gamma-aminobutyric acid (GABA) A receptor, theta 	14	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
RAB3C	ENST00000282878.4	RAB3C, member RAS oncogene family 	242	3	0	2	1	2	rno-miR-338-5p	0	-0.05	N/A
PTPRE	ENST00000254667.3	protein tyrosine phosphatase, receptor type, E 	44	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
MKKS	ENST00000347364.3	McKusick-Kaufman syndrome 	543	2	1	1	0	0	rno-miR-338-5p	0	-0.26	N/A
TM9SF3	ENST00000371142.4	transmembrane 9 superfamily member 3 	1030	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
HCN4	ENST00000261917.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 	19	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	2	1	0	1	1	rno-miR-338-5p	0	-0.04	N/A
ENTPD1	ENST00000371207.3	ectonucleoside triphosphate diphosphohydrolase 1 	15	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
WNT8B	ENST00000343737.5	wingless-type MMTV integration site family, member 8B 	25	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
MATR3	ENST00000510056.1	matrin 3 	216	1	0	1	0	0	rno-miR-338-5p	0	-0.04	N/A
CDC27	ENST00000066544.3	cell division cycle 27 	438	1	0	0	1	2	rno-miR-338-5p	0	-0.01	N/A
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
CPSF6	ENST00000435070.2	cleavage and polyadenylation specific factor 6, 68kDa 	5819	3	0	1	2	0	rno-miR-338-5p	0	-0.04	N/A
PIK3CA	ENST00000263967.3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha 	112	2	1	1	0	2	rno-miR-338-5p	0	-0.05	N/A
DPY19L4	ENST00000414645.2	dpy-19-like 4 (C. elegans) 	362	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
NDC1	ENST00000540001.1	NDC1 transmembrane nucleoporin 	371	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
GPR37	ENST00000303921.2	G protein-coupled receptor 37 (endothelin receptor type B-like) 	395	2	1	0	1	2	rno-miR-338-5p	0	-0.12	N/A
PHF14	ENST00000403050.3	PHD finger protein 14 	112	1	0	1	0	3	rno-miR-338-5p	0	-0.02	N/A
CPSF2	ENST00000298875.4	cleavage and polyadenylation specific factor 2, 100kDa 	945	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
MTG1	ENST00000317502.6	mitochondrial ribosome-associated GTPase 1 	1071	1	0	0	1	0	rno-miR-338-5p	0	-0.04	N/A
RP11-108K14.8	ENST00000468317.2	Mitochondrial GTPase 1  	1071	1	0	0	1	0	rno-miR-338-5p	0	-0.04	N/A
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
IRS4	ENST00000372129.2	insulin receptor substrate 4 	56	3	0	0	3	1	rno-miR-338-5p	0	-0.03	N/A
MXI1	ENST00000332674.5	MAX interactor 1, dimerization protein 	278	1	0	0	1	0	rno-miR-338-5p	0	-0.06	N/A
NIPBL	ENST00000448238.2	Nipped-B homolog (Drosophila) 	250	3	0	1	2	1	rno-miR-338-5p	0	-0.06	N/A
UBE3A	ENST00000232165.3	ubiquitin protein ligase E3A 	529	1	0	1	0	1	rno-miR-338-5p	0	-0.02	N/A
SNX13	ENST00000428135.3	sorting nexin 13 	112	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
RNF8	ENST00000373479.4	ring finger protein 8, E3 ubiquitin protein ligase 	301	1	1	0	0	0	rno-miR-338-5p	0	-0.03	N/A
EBAG9	ENST00000337573.5	estrogen receptor binding site associated, antigen, 9 	238	1	1	0	0	0	rno-miR-338-5p	0	-0.15	N/A
C2orf68	ENST00000306336.5	chromosome 2 open reading frame 68 	565	1	0	0	1	0	rno-miR-338-5p	0	-0.02	N/A
USP25	ENST00000285681.2	ubiquitin specific peptidase 25 	2012	2	1	1	0	1	rno-miR-338-5p	0	-0.19	N/A
DNMBP	ENST00000324109.4	dynamin binding protein 	52	1	0	0	1	0	rno-miR-338-5p	0	-0.01	N/A
ABI2	ENST00000295851.5	abl-interactor 2 	877	2	0	0	2	0	rno-miR-338-5p	0	-0.02	N/A
TMX4	ENST00000246024.2	thioredoxin-related transmembrane protein 4 	466	1	0	0	1	1	rno-miR-338-5p	0	-0.01	N/A
ATP1B2	ENST00000250111.4	ATPase, Na+/K+ transporting, beta 2 polypeptide 	34	1	0	1	0	0	rno-miR-338-5p	0	-0.02	N/A
