Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Ak3	ENSMUST00000025696.4	adenylate kinase 3 	592	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Hist1h1d	ENSMUST00000045301.7	histone cluster 1, H1d 	45	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.05	N/A
Card6	ENSMUST00000118365.2	caspase recruitment domain family, member 6 	67	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Trpv5	ENSMUST00000031901.5	transient receptor potential cation channel, subfamily V, member 5 	18	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Sla2	ENSMUST00000029164.3	Src-like-adaptor 2 	15	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
C530008M17Rik	ENSMUST00000163347.2	RIKEN cDNA C530008M17 gene 	74	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Sptlc2	ENSMUST00000021424.4	serine palmitoyltransferase, long chain base subunit 2 	1243	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.06	N/A
Fam19a3	ENSMUST00000139783.1	family with sequence similarity 19, member A3 	13	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Harbi1	ENSMUST00000090608.5	harbinger transposase derived 1 	146	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Alyref	ENSMUST00000026125.2	Aly/REF export factor 	972	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Ndufab1	ENSMUST00000033157.4	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1 	572	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Ypel5	ENSMUST00000045174.5	yippee-like 5 (Drosophila) 	1801	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Zfp958	ENSMUST00000073201.5	zinc finger protein 958 	1025	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Hint3	ENSMUST00000161074.2	histidine triad nucleotide binding protein 3 	1027	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.08	N/A
Akap6	ENSMUST00000095737.3	A kinase (PRKA) anchor protein 6 	154	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Zmat4	ENSMUST00000042352.5	zinc finger, matrin type 4 	27	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Tmem126a	ENSMUST00000032844.5	transmembrane protein 126A 	83	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.14	N/A
1700030J22Rik	ENSMUST00000070577.5	RIKEN cDNA 1700030J22 gene 	44	1	1	0	0	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Senp5	ENSMUST00000023457.6	SUMO/sentrin specific peptidase 5 	220	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Elf4	ENSMUST00000114958.2	E74-like factor 4 (ets domain transcription factor) 	16	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Kdm5c	ENSMUST00000112588.3	lysine (K)-specific demethylase 5C 	919	2	1	1	0	4	mmu-miR-338-5p	-0.01	-0.05	N/A
Tbp	ENSMUST00000162505.2	TATA box binding protein 	1274	1	0	1	0	6	mmu-miR-338-5p	-0.01	-0.13	N/A
Mdm4	ENSMUST00000188090.1	transformed mouse 3T3 cell double minute 4 	440	2	0	0	2	2	mmu-miR-338-5p	-0.01	-0.02	N/A
3110002H16Rik	ENSMUST00000025276.9	RIKEN cDNA 3110002H16 gene 	86	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Ttc37	ENSMUST00000091466.3	tetratricopeptide repeat domain 37 	814	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Smpd3	ENSMUST00000067512.7	sphingomyelin phosphodiesterase 3, neutral 	40	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Heca	ENSMUST00000037879.6	headcase homolog (Drosophila) 	240	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Mecp2	ENSMUST00000100750.4	methyl CpG binding protein 2 	845	1	0	0	1	3	mmu-miR-338-5p	-0.01	-0.01	N/A
Ube2w	ENSMUST00000117146.2	ubiquitin-conjugating enzyme E2W (putative) 	1410	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.09	N/A
Vmn1r43	ENSMUST00000089418.3	vomeronasal 1 receptor 43 	9	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Adam22	ENSMUST00000088761.5	a disintegrin and metallopeptidase domain 22 	155	2	1	0	1	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Dydc2	ENSMUST00000022316.4	DPY30 domain containing 2 	22	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Pcyt1b	ENSMUST00000113933.3	phosphate cytidylyltransferase 1, choline, beta isoform 	45	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Hnrnpc	ENSMUST00000111610.5	heterogeneous nuclear ribonucleoprotein C 	5808	3	0	2	1	1	mmu-miR-338-5p	-0.01	-0.09	N/A
Chil3	ENSMUST00000063062.8	chitinase-like 3 	203	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.10	N/A
Mastl	ENSMUST00000028119.6	microtubule associated serine/threonine kinase-like 	310	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Mettl11b	ENSMUST00000159679.2	methyltransferase like 11B 	83	2	1	0	1	2	mmu-miR-338-5p	-0.01	-0.10	N/A
Thoc2	ENSMUST00000047037.9	THO complex 2 	657	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
A430033K04Rik	ENSMUST00000069862.8	RIKEN cDNA A430033K04 gene 	82	2	0	2	0	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Oas1a	ENSMUST00000080322.7	2'-5' oligoadenylate synthetase 1A 	14	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Larp1	ENSMUST00000178636.1	La ribonucleoprotein domain family, member 1 	61	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Dscr3	ENSMUST00000023615.6	Down syndrome critical region gene 3 	600	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.06	N/A
Tmem258	ENSMUST00000040372.8	transmembrane protein 258 	110	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.32	N/A
Dzank1	ENSMUST00000081982.6	double zinc ribbon and ankyrin repeat domains 1 	16	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Tmem241	ENSMUST00000050228.8	transmembrane protein 241 	128	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Klhl38	ENSMUST00000022985.1	kelch-like 38 	263	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Ntn3	ENSMUST00000024931.4	netrin 3 	66	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Ppp1r7	ENSMUST00000027494.5	protein phosphatase 1, regulatory (inhibitor) subunit 7 	977	3	0	1	2	2	mmu-miR-338-5p	-0.01	-0.04	N/A
BC030499	ENSMUST00000046361.4	cDNA sequence BC030499 	14	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Stam	ENSMUST00000102960.5	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	533	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Ptchd1	ENSMUST00000038665.5	patched domain containing 1 	14	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Rps6ka3	ENSMUST00000033671.7	ribosomal protein S6 kinase polypeptide 3 	1770	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Slc26a4	ENSMUST00000001253.7	solute carrier family 26, member 4 	57	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Shisa6	ENSMUST00000066679.6	shisa homolog 6 (Xenopus laevis) 	27	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Lin7a	ENSMUST00000020057.9	lin-7 homolog A (C. elegans) 	203	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Golga7b	ENSMUST00000122375.2	golgi autoantigen, golgin subfamily a, 7B 	131	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Liph	ENSMUST00000074230.5	lipase, member H 	203	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Cd3d	ENSMUST00000034602.7	CD3 antigen, delta polypeptide 	21	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.08	N/A
Fam228a	ENSMUST00000111154.2	family with sequence similarity 228, member A 	17	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
H2-M5	ENSMUST00000169189.2	histocompatibility 2, M region locus 5 	19	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Arl11	ENSMUST00000055159.7	ADP-ribosylation factor-like 11 	31	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Chst3	ENSMUST00000135158.3	carbohydrate (chondroitin 6/keratan) sulfotransferase 3 	10	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Slc25a36	ENSMUST00000085206.5	solute carrier family 25, member 36 	885	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Col5a1	ENSMUST00000028280.8	collagen, type V, alpha 1 	2756	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Scml4	ENSMUST00000063063.8	sex comb on midleg-like 4 (Drosophila) 	8	2	0	0	2	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Ralgapb	ENSMUST00000109486.3	Ral GTPase activating protein, beta subunit (non-catalytic) 	957	2*	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Tceal1	ENSMUST00000055104.5	transcription elongation factor A (SII)-like 1 	120	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.15	N/A
Cdk6	ENSMUST00000165117.2	cyclin-dependent kinase 6 	1100	2	0	2	0	4	mmu-miR-338-5p	-0.01	-0.04	N/A
Magi2	ENSMUST00000101558.4	membrane associated guanylate kinase, WW and PDZ domain containing 2 	129	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Tspan32	ENSMUST00000075172.6	tetraspanin 32 	37	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.21	N/A
Ddit4l	ENSMUST00000053855.7	DNA-damage-inducible transcript 4-like 	12560	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Dusp10	ENSMUST00000048655.7	dual specificity phosphatase 10 	209	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Zfp362	ENSMUST00000106072.3	zinc finger protein 362 	221	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Zfp386	ENSMUST00000183125.1	zinc finger protein 386 (Kruppel-like) 	462	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Chst11	ENSMUST00000040110.7	carbohydrate sulfotransferase 11 	48	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Dpep2	ENSMUST00000117555.2	dipeptidase 2 	12	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Lair1	ENSMUST00000068865.6	leukocyte-associated Ig-like receptor 1 	25	2	0	1	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
BC049715	ENSMUST00000052702.6	cDNA sequence BC049715 	20	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Pja2	ENSMUST00000172818.2	praja 2, RING-H2 motif containing 	330	1	1	0	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Arhgef12	ENSMUST00000165665.2	Rho guanine nucleotide exchange factor (GEF) 12 	393	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
C3ar1	ENSMUST00000042081.8	complement component 3a receptor 1 	117	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Coa7	ENSMUST00000131656.1	cytochrome c oxidase assembly factor 7 	726	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Spred3	ENSMUST00000048923.6	sprouty-related, EVH1 domain containing 3 	33	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Trove2	ENSMUST00000159879.1	TROVE domain family, member 2 	122	2	0	1	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Vmn2r57	ENSMUST00000165029.1	vomeronasal 2, receptor 57 	36	1	0	0	1	3	mmu-miR-338-5p	-0.01	-0.01	N/A
Sugt1	ENSMUST00000054908.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	3172	3	1	0	2	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Zcchc8	ENSMUST00000031376.7	zinc finger, CCHC domain containing 8 	761	2	1	1	0	0	mmu-miR-338-5p	-0.01	-0.13	N/A
Nacc2	ENSMUST00000114159.3	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing 	117	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Pitpnc1	ENSMUST00000103064.4	phosphatidylinositol transfer protein, cytoplasmic 1 	744	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Ccdc71l	ENSMUST00000172332.3	coiled-coil domain containing 71 like 	436	2	0	2	0	0	mmu-miR-338-5p	-0.01	-0.12	N/A
Erbb2ip	ENSMUST00000022222.6	Erbb2 interacting protein 	52	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Usp36	ENSMUST00000106296.3	ubiquitin specific peptidase 36 	141	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Hspa1b	ENSMUST00000172753.1	heat shock protein 1B 	1182	2	1	1	0	0	mmu-miR-338-5p	-0.01	-0.05	N/A
Yipf4	ENSMUST00000024873.6	Yip1 domain family, member 4 	2617	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.13	N/A
Slc48a1	ENSMUST00000117892.1	solute carrier family 48 (heme transporter), member 1 	2003	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.18	N/A
Larp7	ENSMUST00000029588.5	La ribonucleoprotein domain family, member 7 	113	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.08	N/A
Npr3	ENSMUST00000066529.3	natriuretic peptide receptor 3 	2711	1	0	0	1	3	mmu-miR-338-5p	-0.01	-0.01	N/A
M5C1000I18Rik	ENSMUST00000068526.6	RIKEN cDNA M5C1000I18 gene 	7	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.02	N/A
Rassf9	ENSMUST00000055355.4	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 	182	1	0	0	1	3	mmu-miR-338-5p	-0.01	-0.02	N/A
Incenp	ENSMUST00000025562.7	inner centromere protein 	2682	4	0	3	1	2	mmu-miR-338-5p	-0.01	-0.07	N/A
Rab22a	ENSMUST00000029024.4	RAB22A, member RAS oncogene family 	1148	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Dram2	ENSMUST00000067630.7	DNA-damage regulated autophagy modulator 2 	3653	3	0	2	1	3	mmu-miR-338-5p	-0.01	-0.06	N/A
Epm2a	ENSMUST00000069106.4	epilepsy, progressive myoclonic epilepsy, type 2 gene alpha 	77	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.06	N/A
Lamc1	ENSMUST00000027752.9	laminin, gamma 1 	609	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Cacna1c	ENSMUST00000186889.1	calcium channel, voltage-dependent, L type, alpha 1C subunit 	264	2	0	2	0	1	mmu-miR-338-5p	-0.01	-0.04	N/A
9630033F20Rik	ENSMUST00000039913.8	RIKEN cDNA 9630033F20 gene 	740	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.04	N/A
Cep44	ENSMUST00000040330.9	centrosomal protein 44 	351	2	1	0	1	1	mmu-miR-338-5p	-0.01	-0.05	N/A
Pms1	ENSMUST00000027267.8	postmeiotic segregation increased 1 (S. cerevisiae) 	145	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.06	N/A
Asxl1	ENSMUST00000109790.1	additional sex combs like 1 	1707	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Pggt1b	ENSMUST00000025354.3	protein geranylgeranyltransferase type I, beta subunit 	430	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Pcdhb12	ENSMUST00000055495.5	protocadherin beta 12 	20	2	0	2	0	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Ncan	ENSMUST00000002412.8	neurocan 	16	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Dcaf10	ENSMUST00000155551.2	DDB1 and CUL4 associated factor 10 	821	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
BC028528	ENSMUST00000090476.4	cDNA sequence BC028528 	42	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.07	N/A
Tlr7	ENSMUST00000112161.2	toll-like receptor 7 	85	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Fam71f2	ENSMUST00000115286.2	family with sequence similarity 71, member F2 	15	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Zfp879	ENSMUST00000109134.2	zinc finger protein 879 	23	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Fcrls	ENSMUST00000090986.5	Fc receptor-like S, scavenger receptor 	40	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Nasp	ENSMUST00000030457.6	nuclear autoantigenic sperm protein (histone-binding) 	5454	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.09	N/A
Serpinb8	ENSMUST00000112706.3	serine (or cysteine) peptidase inhibitor, clade B, member 8 	338	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.03	N/A
Ccdc114	ENSMUST00000038720.4	coiled-coil domain containing 114 	140	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.35	N/A
Sema6a	ENSMUST00000019791.8	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	613	1	0	1	0	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Zmym2	ENSMUST00000022511.8	zinc finger, MYM-type 2 	1100	2	0	2	0	2	mmu-miR-338-5p	-0.01	-0.04	N/A
Tbc1d10b	ENSMUST00000120705.1	TBC1 domain family, member 10b 	1010	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Naa16	ENSMUST00000022597.8	N(alpha)-acetyltransferase 16, NatA auxiliary subunit 	154	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Bcorl1	ENSMUST00000136348.2	BCL6 co-repressor-like 1 	306	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.01	N/A
Sec22b	ENSMUST00000029476.3	SEC22 vesicle trafficking protein homolog B (S. cerevisiae) 	1403	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Nkiras1	ENSMUST00000132374.2	NFKB inhibitor interacting Ras-like protein 1 	548	2	0	1	1	1	mmu-miR-338-5p	-0.01	-0.03	N/A
Dock3	ENSMUST00000044532.5	dedicator of cyto-kinesis 3 	27	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.02	N/A
Tmem229a	ENSMUST00000127247.3	transmembrane protein 229A 	683	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Slc7a10	ENSMUST00000001854.6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 	621	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Bcas1	ENSMUST00000109152.3	breast carcinoma amplified sequence 1 	12	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Heatr5b	ENSMUST00000097281.2	HEAT repeat containing 5B 	188	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Uggt2	ENSMUST00000156203.2	UDP-glucose glycoprotein glucosyltransferase 2 	290	1	0	1	0	2	mmu-miR-338-5p	-0.01	-0.02	N/A
Fgf14	ENSMUST00000095529.4	fibroblast growth factor 14 	19	1	0	0	1	1	mmu-miR-338-5p	-0.01	-0.01	N/A
Mb21d2	ENSMUST00000100023.1	Mab-21 domain containing 2 	76	1	1	0	0	2	mmu-miR-338-5p	-0.01	-0.09	N/A
Zfp2	ENSMUST00000109129.2	zinc finger protein 2 	89	1	0	1	0	0	mmu-miR-338-5p	-0.01	-0.08	N/A
Lsmem1	ENSMUST00000095760.2	leucine-rich single-pass membrane protein 1 	323	1	0	0	1	2	mmu-miR-338-5p	-0.01	-0.12	N/A
Mpv17l	ENSMUST00000128757.2	Mpv17 transgene, kidney disease mutant-like 	3666	1	0	1	0	3	mmu-miR-338-5p	-0.01	-0.03	N/A
Cd180	ENSMUST00000022124.4	CD180 antigen 	45	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.03	N/A
Map3k5	ENSMUST00000095806.4	mitogen-activated protein kinase kinase kinase 5 	971	1	1	0	0	1	mmu-miR-338-5p	-0.01	-0.04	N/A
Cdh19	ENSMUST00000094626.4	cadherin 19, type 2 	21	2	1	0	1	0	mmu-miR-338-5p	-0.01	-0.20	N/A
Itga10	ENSMUST00000029744.5	integrin, alpha 10 	18	1	0	0	1	0	mmu-miR-338-5p	-0.01	-0.01	N/A
Rnf217	ENSMUST00000081989.7	ring finger protein 217 	754	2	0	1	1	6	mmu-miR-338-5p	0	-0.06	N/A
Mllt3	ENSMUST00000078090.6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	653	2	0	1	1	1	mmu-miR-338-5p	0	-0.03	N/A
4930523C07Rik	ENSMUST00000163892.2	RIKEN cDNA 4930523C07 gene 	670	1	0	1	0	1	mmu-miR-338-5p	0	-0.02	N/A
Morn2	ENSMUST00000061703.9	MORN repeat containing 2 	134	1	0	0	1	0	mmu-miR-338-5p	0	-0.09	N/A
Amer2	ENSMUST00000022561.6	APC membrane recruitment 2 	13	1*	0	0	0	1	mmu-miR-338-5p	0	-0.02	N/A
Ctif	ENSMUST00000165559.1	CBP80/20-dependent translation initiation factor 	21	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Mrpl3	ENSMUST00000035177.9	mitochondrial ribosomal protein L3 	1128	2	1	1	0	1	mmu-miR-338-5p	0	-0.07	N/A
Fchsd1	ENSMUST00000043437.8	FCH and double SH3 domains 1 	65	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Gpr35	ENSMUST00000169198.2	G protein-coupled receptor 35 	23	1	0	1	0	1	mmu-miR-338-5p	0	-0.02	N/A
Hist1h3f	ENSMUST00000075558.3	histone cluster 1, H3f 	10	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Cetn4	ENSMUST00000071400.7	centrin 4 	72	1	0	1	0	0	mmu-miR-338-5p	0	-0.04	N/A
Pnpla8	ENSMUST00000143771.1	patatin-like phospholipase domain containing 8 	2288	4	0	3	1	3	mmu-miR-338-5p	0	-0.07	N/A
Stoml1	ENSMUST00000034883.5	stomatin-like 1 	231	2	0	1	1	2	mmu-miR-338-5p	0	-0.07	N/A
Mettl21a	ENSMUST00000114079.3	methyltransferase like 21A 	199	2	0	0	2	1	mmu-miR-338-5p	0	-0.02	N/A
Spryd7	ENSMUST00000022497.9	SPRY domain containing 7 	1759	2	1	1	0	2	mmu-miR-338-5p	0	-0.09	N/A
Bbip1	ENSMUST00000135402.2	BBSome interacting protein 1 	3212	1	0	1	0	0	mmu-miR-338-5p	0	-0.14	N/A
Zfp354c	ENSMUST00000109135.3	zinc finger protein 354C 	66	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Gm3646	ENSMUST00000171319.2	predicted gene 3646 	143	1	0	1	0	0	mmu-miR-338-5p	0	-0.02	N/A
Plcl1	ENSMUST00000042986.9	phospholipase C-like 1 	179	1	0	1	0	1	mmu-miR-338-5p	0	-0.03	N/A
Nme2	ENSMUST00000021217.5	NME/NM23 nucleoside diphosphate kinase 2 	87	2	0	2	0	1	mmu-miR-338-5p	0	-0.18	N/A
Scamp1	ENSMUST00000022197.9	secretory carrier membrane protein 1 	305	4	0	3	1	1	mmu-miR-338-5p	0	-0.11	N/A
Zfp52	ENSMUST00000079242.3	zinc finger protein 52 	246	1	0	0	1	0	mmu-miR-338-5p	0	-0.02	N/A
Gm4944	ENSMUST00000179996.1	predicted gene 4944 	40	1	0	0	1	3	mmu-miR-338-5p	0	-0.01	N/A
Slco2a1	ENSMUST00000035148.7	solute carrier organic anion transporter family, member 2a1 	1213	0	0	0	0	0	mmu-miR-338-5p	0	-0.03	N/A
Ocln	ENSMUST00000069756.5	occludin 	847	1	0	0	1	1	mmu-miR-338-5p	0	-0.05	N/A
Plxdc2	ENSMUST00000028081.7	plexin domain containing 2 	666	1	0	1	0	2	mmu-miR-338-5p	0	-0.02	N/A
Smad2	ENSMUST00000168423.2	SMAD family member 2 	979	2	0	1	1	3	mmu-miR-338-5p	0	-0.03	N/A
Slc22a15	ENSMUST00000190824.1	solute carrier family 22 (organic anion/cation transporter), member 15 	43	1	0	1	0	1	mmu-miR-338-5p	0	-0.02	N/A
Pacrgl	ENSMUST00000030968.2	PARK2 co-regulated-like 	451	1	1	0	0	1	mmu-miR-338-5p	0	-0.09	N/A
Exoc6b	ENSMUST00000160197.2	exocyst complex component 6B 	208	1	1	0	0	1	mmu-miR-338-5p	0	-0.03	N/A
1700001L19Rik	ENSMUST00000022007.6	RIKEN cDNA 1700001L19 gene 	90	1	0	1	0	1	mmu-miR-338-5p	0	-0.08	N/A
Col22a1	ENSMUST00000159993.2	collagen, type XXII, alpha 1 	50	2	0	1	1	4	mmu-miR-338-5p	0	-0.03	N/A
Tctn1	ENSMUST00000111738.3	tectonic family member 1 	114	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Glyat	ENSMUST00000119960.1	glycine-N-acyltransferase 	2287	5	0	3	2	1	mmu-miR-338-5p	0	-0.13	N/A
Hist1h2ac	ENSMUST00000171127.2	histone cluster 1, H2ac 	32	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Spns3	ENSMUST00000092940.7	spinster homolog 3 	31	2	0	1	1	0	mmu-miR-338-5p	0	-0.03	N/A
Rab38	ENSMUST00000107256.2	RAB38, member RAS oncogene family 	77	2	0	0	2	1	mmu-miR-338-5p	0	-0.05	N/A
Kif2a	ENSMUST00000022204.10	kinesin family member 2A 	2309	1	0	1	0	0	mmu-miR-338-5p	0	-0.11	N/A
Zfp933	ENSMUST00000105718.2	zinc finger protein 933 	56	1	1	0	0	0	mmu-miR-338-5p	0	-0.03	N/A
Zfp810	ENSMUST00000086278.6	zinc finger protein 810 	120	3	1	1	1	0	mmu-miR-338-5p	0	-0.10	N/A
Sh3glb1	ENSMUST00000163279.1	SH3-domain GRB2-like B1 (endophilin) 	6534	1	0	1	0	2	mmu-miR-338-5p	0	-0.02	N/A
Sfmbt1	ENSMUST00000054230.5	Scm-like with four mbt domains 1 	256	1	0	0	1	0	mmu-miR-338-5p	0	-0.01	N/A
Kif26b	ENSMUST00000160789.1	kinesin family member 26B 	26	1	0	1	0	1	mmu-miR-338-5p	0	-0.05	N/A
Tma16	ENSMUST00000026681.5	translation machinery associated 16 homolog (S. cerevisiae) 	554	1	0	1	0	1	mmu-miR-338-5p	0	-0.02	N/A
